,MS SubClass,MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Mo Sold,Sale Type,has_remod,Yr Sold,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,age_since_remodel,age_since_built,SalePrice
1159,30,RM,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,GasA,Gd,Y,Mix,0.0,0.0,1,0,2,1,TA,6,Maj2,0,missing,Detchd,Unf,1.0,Po,Po,N,missing,missing,missing,11,WD ,1,2007,60.0,8967,0.0,0.0,0.0,961.0,961.0,1077,0,0,1077,338.0,0,0,0,0,0,0,0,57,87,67000
1160,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,11,New,0,2007,86.0,10562,300.0,1288.0,0.0,294.0,1582.0,1610,551,0,2161,789.0,178,120,0,0,0,0,0,0,0,325624
1161,20,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2007,44.0,12864,0.0,1392.0,0.0,17.0,1409.0,1409,0,0,1409,576.0,0,144,0,0,145,0,0,5,5,245000
1162,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,3,1,Gd,6,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2008,66.0,13695,0.0,646.0,0.0,468.0,1114.0,1114,0,0,1114,576.0,0,102,0,0,0,0,0,4,4,159000
1163,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,1,3,1,TA,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2007,79.0,10289,168.0,836.0,0.0,237.0,1073.0,1073,0,0,1073,515.0,0,0,0,0,0,0,0,42,42,156000
1164,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,4,WD ,0,2009,105.0,15431,200.0,1767.0,539.0,788.0,3094.0,2402,0,0,2402,672.0,0,72,0,0,170,0,0,1,1,555000
1165,20,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,0,3,1,TA,6,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2008,,11120,0.0,660.0,0.0,572.0,1232.0,1232,0,0,1232,516.0,0,0,0,0,0,0,0,24,24,162500
1166,90,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,Gable,CompShg,HdBoard,HdBoard,None,Gd,Gd,PConc,Gd,TA,Av,LwQ,GLQ,GasA,Gd,Y,SBrkr,2.0,0.0,2,0,2,2,Gd,8,Typ,0,missing,Attchd,Unf,4.0,TA,TA,Y,missing,missing,missing,4,WD ,0,2006,73.0,9069,0.0,261.0,1083.0,0.0,1344.0,1440,0,0,1440,920.0,288,0,0,0,0,0,0,13,13,224500
1167,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,AsbShng,AsbShng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2008,,47280,44.0,0.0,0.0,1488.0,1488.0,1488,0,0,1488,738.0,0,0,180,0,0,0,0,58,58,133000
1168,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2006,63.0,7875,0.0,0.0,0.0,783.0,783.0,807,702,0,1509,393.0,0,75,0,0,0,0,0,3,3,180000
1169,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,6,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2008,60.0,6600,0.0,638.0,0.0,207.0,845.0,845,0,0,845,264.0,0,0,0,0,0,0,0,3,26,134500
1170,60,RL,Pave,missing,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,missing,missing,missing,10,New,0,2006,66.0,13682,1031.0,0.0,0.0,1410.0,1410.0,1426,1519,0,2945,641.0,192,0,37,0,0,0,0,0,0,438780
1171,80,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,Tar&Grv,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Basment,RFn,1.0,TA,TA,Y,missing,missing,missing,12,WD ,0,2008,101.0,9150,305.0,371.0,0.0,728.0,1099.0,1431,0,0,1431,296.0,64,110,0,0,0,0,0,46,46,165000
1172,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Attchd,RFn,1.0,TA,TA,Y,missing,GdWo,missing,7,WD ,0,2009,65.0,7150,60.0,432.0,0.0,460.0,892.0,892,0,0,892,288.0,0,0,0,0,0,0,0,42,42,100000
1173,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,8,WD ,0,2009,,12285,128.0,544.0,0.0,785.0,1329.0,1329,0,0,1329,441.0,0,0,203,0,0,0,0,49,49,176000
1174,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2006,102.0,17920,0.0,306.0,1085.0,372.0,1763.0,1779,0,0,1779,454.0,0,418,0,0,312,0,0,32,51,170000
1175,120,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2009,53.0,3684,130.0,0.0,0.0,1373.0,1373.0,1555,0,0,1555,660.0,143,20,0,0,0,0,0,2,2,174000
1176,50,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Stucco,Stucco,None,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,8,WD ,1,2008,62.0,7006,0.0,121.0,0.0,647.0,768.0,788,448,0,1236,384.0,0,0,0,0,0,0,0,58,83,127000
1177,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,TA,TA,Y,missing,missing,missing,5,WD ,0,2008,77.0,8390,0.0,0.0,0.0,831.0,831.0,873,778,0,1651,450.0,0,103,0,0,0,0,0,9,9,185900
1178,30,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,0.0,0.0,1,0,2,1,TA,4,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,12,WD ,1,2009,50.0,5784,0.0,0.0,0.0,190.0,190.0,886,0,0,886,273.0,144,20,80,0,0,0,0,13,71,91300
1179,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,5,WD ,0,2006,70.0,9135,120.0,340.0,0.0,1342.0,1682.0,1700,0,0,1700,544.0,192,23,0,0,0,0,0,3,3,200000
1180,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,missing,GdWo,missing,1,WD ,1,2007,78.0,10496,320.0,196.0,0.0,844.0,1040.0,1168,678,0,1846,315.0,0,0,0,0,0,0,0,57,58,143000
1181,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2006,,13650,0.0,57.0,441.0,554.0,1052.0,1252,668,0,1920,451.0,0,0,0,0,0,0,0,48,48,172500
1182,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,VinylSd,VinylSd,Stone,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,4,Typ,0,missing,Detchd,Unf,2.0,TA,TA,P,missing,missing,missing,6,COD,0,2007,67.0,8308,20.0,132.0,841.0,115.0,1088.0,1088,0,0,1088,520.0,0,0,0,0,0,0,0,44,44,110000
1183,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,MnPrv,missing,5,WD ,0,2009,,9450,160.0,775.0,0.0,265.0,1040.0,1362,0,0,1362,768.0,0,0,84,0,0,0,0,52,52,140000
1184,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,3,WD ,0,2007,78.0,9317,0.0,24.0,0.0,1290.0,1314.0,1314,0,0,1314,440.0,0,22,0,0,0,0,0,1,1,176432
1185,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,GdWo,missing,6,WD ,0,2008,,7153,88.0,1200.0,0.0,78.0,1278.0,1294,0,0,1294,496.0,112,51,0,0,0,0,0,17,17,179200
1186,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,1,New,1,2007,68.0,8814,80.0,925.0,0.0,349.0,1274.0,1274,0,0,1274,508.0,264,98,0,0,0,0,0,0,2,203000
1187,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,0,missing,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,6,New,0,2007,83.0,9849,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,1689,954.0,0,56,0,0,0,0,0,0,0,248328
1188,20,RL,Pave,missing,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Ex,7,Typ,0,missing,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,1,WD ,0,2009,79.0,14463,406.0,1115.0,0.0,526.0,1641.0,1641,0,0,1641,885.0,0,95,0,0,0,0,0,1,1,316500
1189,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,1,WD ,1,2008,50.0,5190,0.0,0.0,0.0,570.0,570.0,617,462,0,1079,249.0,135,0,0,0,0,0,0,58,60,125600
1190,20,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,2,1,Fa,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,N,missing,missing,missing,6,WD ,0,2008,65.0,9750,164.0,200.0,0.0,784.0,984.0,984,0,0,984,308.0,0,0,0,0,0,0,0,49,49,110000
1191,30,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Gd,Y,FuseA,0.0,0.0,1,0,2,1,Fa,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2007,50.0,6000,0.0,250.0,0.0,710.0,960.0,960,0,0,960,308.0,0,0,168,0,0,0,0,57,87,108500
1192,20,C (all),Grvl,missing,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,TA,N,FuseA,0.0,0.0,1,0,2,1,Fa,4,Typ,0,missing,Basment,Unf,2.0,TA,TA,N,missing,missing,Shed,6,WD ,0,2010,66.0,8712,0.0,0.0,0.0,540.0,540.0,1044,0,0,1044,504.0,0,0,0,0,0,0,54,58,58,55993
1193,50,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,6,WD ,1,2010,69.0,11851,0.0,780.0,0.0,247.0,1027.0,1027,606,0,1633,240.0,0,100,126,0,0,0,0,1,62,129000
1194,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,Gd,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2006,54.0,13811,72.0,980.0,40.0,92.0,1112.0,1137,0,0,1137,551.0,125,0,0,0,0,0,0,19,19,176000
1195,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,GdWo,missing,6,WD ,0,2009,83.0,10143,295.0,384.0,0.0,996.0,1380.0,1380,0,0,1380,364.0,0,0,0,0,216,0,0,46,46,154000
1196,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,HdBoard,BrkFace,Gd,Gd,CBlock,Gd,Gd,Av,GLQ,Rec,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,3,WD ,0,2008,93.0,18265,228.0,920.0,60.0,276.0,1256.0,1256,0,0,1256,578.0,282,0,0,0,0,0,0,22,22,180000
1197,120,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,1,3,1,TA,6,Typ,1,Po,Attchd,Fin,2.0,TA,TA,Y,missing,MnPrv,missing,8,WD ,0,2007,44.0,4224,0.0,874.0,0.0,268.0,1142.0,1142,0,0,1142,528.0,536,90,0,0,0,0,0,31,31,134000
1198,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,Gd,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,6,WD ,1,2007,84.0,12615,0.0,477.0,0.0,725.0,1202.0,2158,0,0,2158,576.0,0,29,39,0,0,0,0,6,57,243000
1199,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,11,WD ,1,2007,85.0,14536,236.0,1300.0,0.0,316.0,1616.0,1629,0,0,1629,808.0,0,252,0,0,0,0,0,4,5,270000
1200,20,RL,Pave,missing,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,5,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2007,71.0,9187,0.0,336.0,0.0,748.0,1084.0,1080,0,0,1080,484.0,120,0,158,0,0,0,0,24,24,134000
1201,60,RL,Pave,missing,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,4,WD ,0,2009,90.0,9900,256.0,987.0,0.0,360.0,1347.0,1372,1274,0,2646,656.0,340,60,144,0,0,0,0,16,16,260000
1202,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,5,WD ,0,2007,64.0,8333,0.0,0.0,0.0,738.0,738.0,738,753,0,1491,484.0,100,30,0,0,0,0,0,1,1,168675
1203,80,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,TA,TA,Y,missing,MnPrv,missing,3,WD ,0,2007,,10147,32.0,186.0,0.0,206.0,392.0,924,770,0,1694,398.0,256,64,0,0,0,0,0,13,13,160000
1204,50,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,Gable,CompShg,Wd Sdng,HdBoard,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,5,Typ,0,missing,missing,missing,0.0,missing,missing,N,missing,missing,missing,9,WD ,1,2008,44.0,5914,0.0,0.0,0.0,684.0,684.0,684,396,0,1080,0.0,0,165,30,0,0,0,0,12,118,95000
1205,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2009,79.0,11646,0.0,0.0,0.0,704.0,704.0,704,718,0,1422,440.0,36,28,0,0,0,0,0,3,4,173000
1206,20,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,New,0,2006,60.0,7200,0.0,0.0,0.0,1293.0,1293.0,1301,0,0,1301,572.0,216,121,0,0,0,0,0,0,0,187750
1207,60,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,MnPrv,missing,11,WD ,1,2008,46.0,20544,123.0,0.0,0.0,791.0,791.0,1236,857,0,2093,542.0,364,63,0,0,0,0,0,17,22,215000
